url_a	url_b	pref	group
https://blog.csdn.net/user/2831/posts	https://www.ucla.edu/article/748.html	b	head
https://blog.csdn.net/item/1907	https://www.hknews.cn/list?page=4961	a	tail
https://www.gov.cn/article/2132.html	https://music.163.com/news/5	a	head
https://www.bendibao.com/forum/thread-1361	https://blog.csdn.net/user/3055/posts	tie	head
https://www.zhihu.com/news/3869	https://www.bendibao.com/forum/thread-1512	a	head
https://www.smallsite.net/user/2421/posts	https://music.163.com/u/1961	tie	tail
https://www.bendibao.com/forum/thread-4956	https://baike.baidu.com/list?page=151	a	tail
https://www.bendibao.com/u/276	https://www.ucla.edu/video/4313	b	tail
https://www.example.com/video/4611	https://www.ucla.edu/user/4878/posts	b	head
https://blog.csdn.net/video/4002	https://baike.baidu.com/u/4442	b	tail
https://www.example.com/u/2081	https://blog.csdn.net/video/2270	b	head
https://blog.csdn.net/item/2717	https://edu.example.edu.com/u/723	a	tail
https://www.hknews.cn/video/4946	https://www.moe.edu.cn/article/1620.html	b	head
https://www.ucla.edu/	https://baike.baidu.com/video/331	a	head
https://www.zhihu.com/user/953/posts	https://blog.csdn.net/video/3773	tie	head
https://tieba.baidu.com/	https://music.163.com/list?page=2856	a	head
https://www.zhihu.com/article/1804.html	https://www.smallsite.net/article/4437.html	a	head
https://spam.example.org/	https://spam.example.org/u/1864	a	head
https://shop.taobao.com/forum/thread-4566	https://www.example.com/video/1668	b	head
https://news.sina.com.cn/video/127	https://music.163.com/	a	tail
https://www.ucla.edu/article/4298.html	https://www.moe.edu.cn/article/2623.html	b	tail
https://www.bendibao.com/u/276	https://www.smallsite.net/item/4929	b	head
https://news.sina.com.cn/u/3496	https://www.example.com/item/4737	a	tail
https://music.163.com/u/4727	https://tieba.baidu.com/list?page=308	a	tail
https://www.hknews.cn/forum/thread-2430	https://www.hknews.cn/news/3991	b	tail
https://shop.taobao.com/video/1853	https://www.smallsite.net/article/54.html	a	head
https://news.sina.com.cn/video/3569	https://spam.example.org/u/760	a	head
https://www.bendibao.com/list?page=926	https://www.smallsite.net/video/2642	a	head
https://blog.csdn.net/user/1798/posts	https://www.gov.cn/article/1036.html	b	head
https://shop.taobao.com/u/940	https://spam.example.org/item/2368	b	tail
https://news.sina.com.cn/user/631/posts	https://spam.example.org/forum/thread-4456	a	head
https://www.bendibao.com/list?page=2816	https://www.bendibao.com/video/1297	b	head
https://www.bendibao.com/list?page=1566	https://www.gov.cn/forum/thread-1535	b	tail
https://www.hknews.cn/news/1357	https://blog.csdn.net/forum/thread-1278	b	tail
https://www.moe.edu.cn/user/1321/posts	https://www.zhihu.com/list?page=3958	a	head
https://www.example.com/news/4095	https://tieba.baidu.com/list?page=163	b	tail
https://www.bendibao.com/	https://www.example.com/video/3668	tie	tail
https://www.example.com/forum/thread-1925	https://www.hknews.cn/article/886.html	b	head
https://news.sina.com.cn/video/479	https://spam.example.org/u/156	a	head
https://www.zhihu.com/u/2655	https://www.smallsite.net/news/3298	b	tail
https://www.hknews.cn/user/537/posts	https://spam.example.org/video/4607	tie	tail
https://www.gov.cn/news/4085	https://www.gov.cn/user/2823/posts	b	head
https://www.moe.edu.cn/video/551	https://shop.taobao.com/news/1900	b	head
https://www.smallsite.net/forum/thread-190	https://blog.csdn.net/video/2850	a	tail
https://edu.example.edu.com/video/935	https://baike.baidu.com/user/3195/posts	b	head
https://baike.baidu.com/list?page=1831	https://www.gov.cn/video/1981	b	tail
https://www.moe.edu.cn/article/3373.html	https://edu.example.edu.com/u/3554	a	head
https://blog.csdn.net/article/788.html	https://www.gov.cn/list?page=3886	b	tail
https://shop.taobao.com/item/2142	https://news.sina.com.cn/	b	tail
https://www.zhihu.com/	https://spam.example.org/user/4297/posts	a	head
https://www.moe.edu.cn/forum/thread-3213	https://www.zhihu.com/video/1596	a	head
https://www.hknews.cn/news/2243	https://spam.example.org/article/1652.html	a	tail
https://www.bendibao.com/list?page=4997	https://edu.example.edu.com/news/3949	a	tail
https://music.163.com/list?page=1320	https://news.sina.com.cn/news/3224	b	head
https://www.smallsite.net/article/4698.html	https://edu.example.edu.com/forum/thread-1714	tie	tail
https://news.sina.com.cn/forum/thread-4475	https://edu.example.edu.com/user/4819/posts	a	head
https://blog.csdn.net/user/3055/posts	https://www.gov.cn/u/227	b	tail
https://news.sina.com.cn/article/2156.html	https://blog.csdn.net/list?page=3719	a	head
https://baike.baidu.com/list?page=1365	https://www.moe.edu.cn/u/4162	b	tail
https://www.moe.edu.cn/user/3074/posts	https://www.bendibao.com/list?page=3776	a	tail
https://www.gov.cn/u/227	https://www.bendibao.com/list?page=3727	a	tail
https://edu.example.edu.com/forum/thread-2781	https://www.smallsite.net/	tie	head
https://www.zhihu.com/video/1369	https://blog.csdn.net/forum/thread-2793	a	tail
https://baike.baidu.com/	https://edu.example.edu.com/forum/thread-3386	a	tail
https://www.example.com/item/4901	https://music.163.com/news/0	a	tail
https://www.example.com/	https://www.example.com/news/2065	b	head
https://www.hknews.cn/forum/thread-3830	https://www.smallsite.net/video/4426	b	tail
https://shop.taobao.com/news/4198	https://www.smallsite.net/user/1123/posts	a	tail
https://news.sina.com.cn/list?page=1626	https://music.163.com/news/3136	tie	tail
https://www.smallsite.net/user/4829/posts	https://tieba.baidu.com/video/42	b	head
https://spam.example.org/article/2334.html	https://www.hknews.cn/article/3841.html	b	head
https://blog.csdn.net/list?page=4886	https://shop.taobao.com/item/3831	b	tail
https://www.zhihu.com/user/158/posts	https://edu.example.edu.com/list?page=3060	a	tail
https://spam.example.org/u/1864	https://www.zhihu.com/forum/thread-2838	b	head
https://music.163.com/forum/thread-3256	https://www.smallsite.net/forum/thread-4227	a	head
https://shop.taobao.com/video/625	https://www.moe.edu.cn/video/3661	b	tail
https://tieba.baidu.com/list?page=4581	https://www.smallsite.net/article/1576.html	a	tail
https://www.zhihu.com/item/4888	https://www.bendibao.com/item/4720	a	head
https://www.smallsite.net/news/4106	https://www.bendibao.com/article/2976.html	b	tail
https://edu.example.edu.com/news/3483	https://shop.taobao.com/user/3412/posts	a	tail
https://music.163.com/news/2518	https://www.example.com/forum/thread-2120	a	tail
https://music.163.com/u/574	https://www.hknews.cn/	b	tail
https://www.example.com/item/3450	https://baike.baidu.com/u/829	b	tail
https://www.example.com/u/2081	https://baike.baidu.com/u/1217	b	tail
https://www.gov.cn/	https://www.smallsite.net/u/4420	a	tail
https://www.smallsite.net/article/3285.html	https://www.gov.cn/forum/thread-3537	b	head
https://news.sina.com.cn/news/1709	https://music.163.com/article/73.html	tie	head
https://spam.example.org/video/536	https://www.gov.cn/article/4324.html	b	head
https://spam.example.org/user/3627/posts	https://www.smallsite.net/forum/thread-2865	tie	tail
https://www.moe.edu.cn/news/1482	https://www.ucla.edu/user/657/posts	a	tail
https://www.smallsite.net/u/4438	https://www.gov.cn/	b	tail
https://tieba.baidu.com/user/3130/posts	https://spam.example.org/u/4751	a	tail
https://baike.baidu.com/	https://www.hknews.cn/article/2247.html	a	head
https://www.gov.cn/video/603	https://news.sina.com.cn/list?page=3742	a	head
https://music.163.com/u/1938	https://www.moe.edu.cn/u/2389	b	tail
https://www.zhihu.com/video/4158	https://www.ucla.edu/item/1693	b	tail
https://shop.taobao.com/forum/thread-4566	https://www.hknews.cn/article/2993.html	tie	head
https://news.sina.com.cn/news/2837	https://www.ucla.edu/forum/thread-3877	a	tail
https://news.sina.com.cn/u/2230	https://www.ucla.edu/	b	tail
https://baike.baidu.com/news/874	https://www.bendibao.com/item/4720	a	head
https://www.example.com/user/2687/posts	https://www.bendibao.com/video/1910	b	tail
https://www.bendibao.com/item/240	https://www.gov.cn/forum/thread-1948	b	tail
https://baike.baidu.com/u/3054	https://www.bendibao.com/video/1816	b	tail
https://www.smallsite.net/video/1484	https://spam.example.org/forum/thread-2997	a	tail
https://www.gov.cn/news/1682	https://music.163.com/news/2518	b	tail
https://edu.example.edu.com/	https://www.bendibao.com/forum/thread-1512	tie	tail
https://edu.example.edu.com/item/4285	https://baike.baidu.com/video/978	b	head
https://www.bendibao.com/forum/thread-1027	https://www.ucla.edu/user/3745/posts	b	head
https://www.ucla.edu/news/3163	https://news.sina.com.cn/list?page=2510	tie	tail
https://music.163.com/item/3411	https://spam.example.org/forum/thread-1435	a	tail
https://www.gov.cn/	https://www.zhihu.com/	a	head
https://www.gov.cn/forum/thread-560	https://www.smallsite.net/forum/thread-3564	a	tail
https://edu.example.edu.com/video/935	https://blog.csdn.net/	tie	head
https://news.sina.com.cn/article/2224.html	https://tieba.baidu.com/video/3090	a	tail
https://tieba.baidu.com/user/4091/posts	https://spam.example.org/news/2484	a	head
https://shop.taobao.com/	https://www.moe.edu.cn/forum/thread-3213	b	head
https://www.ucla.edu/	https://www.bendibao.com/	tie	tail
https://www.gov.cn/video/1247	https://www.hknews.cn/item/3416	a	head
https://www.bendibao.com/article/2976.html	https://www.ucla.edu/item/3692	b	head
https://www.hknews.cn/list?page=1988	https://www.zhihu.com/forum/thread-4485	tie	head
https://blog.csdn.net/item/2223	https://www.bendibao.com/video/4135	tie	tail
https://www.zhihu.com/item/4180	https://www.smallsite.net/	a	head
https://spam.example.org/list?page=3585	https://spam.example.org/news/1717	b	tail
https://blog.csdn.net/forum/thread-2732	https://www.moe.edu.cn/news/1639	b	tail
https://tieba.baidu.com/forum/thread-3511	https://spam.example.org/list?page=2208	tie	head
https://shop.taobao.com/article/4412.html	https://www.moe.edu.cn/article/2157.html	b	tail
https://www.gov.cn/list?page=4287	https://www.example.com/	a	head
https://www.hknews.cn/u/3932	https://blog.csdn.net/item/4911	b	head
https://baike.baidu.com/item/3164	https://www.gov.cn/	b	tail
https://www.hknews.cn/item/2916	https://www.moe.edu.cn/user/141/posts	b	head
https://baike.baidu.com/list?page=1986	https://blog.csdn.net/user/3055/posts	a	head
https://www.hknews.cn/news/2924	https://news.sina.com.cn/u/2891	b	head
https://www.hknews.cn/list?page=4721	https://blog.csdn.net/item/4406	b	tail
https://news.sina.com.cn/	https://www.smallsite.net/item/4067	a	head
https://shop.taobao.com/list?page=3920	https://www.smallsite.net/list?page=4658	a	head
https://www.hknews.cn/list?page=2729	https://blog.csdn.net/video/2270	b	tail
https://www.gov.cn/user/1518/posts	https://edu.example.edu.com/video/1110	a	head
https://www.bendibao.com/	https://www.hknews.cn/list?page=1135	b	head
https://music.163.com/u/4549	https://edu.example.edu.com/item/2352	tie	tail
https://www.smallsite.net/list?page=2086	https://www.moe.edu.cn/news/4684	b	tail
https://tieba.baidu.com/video/4942	https://baike.baidu.com/list?page=3853	b	tail
https://tieba.baidu.com/item/4208	https://baike.baidu.com/item/4237	b	tail
https://shop.taobao.com/video/586	https://music.163.com/video/1291	tie	tail
https://music.163.com/forum/thread-33	https://news.sina.com.cn/forum/thread-4951	b	head
https://www.zhihu.com/u/2827	https://edu.example.edu.com/news/3992	a	head
https://www.moe.edu.cn/forum/thread-2145	https://music.163.com/forum/thread-3567	a	tail
https://www.example.com/forum/thread-3591	https://www.gov.cn/	b	tail
https://www.example.com/news/4030	https://www.hknews.cn/	a	tail
https://spam.example.org/forum/thread-2177	https://www.example.com/u/635	b	head
https://tieba.baidu.com/u/3178	https://www.gov.cn/article/784.html	b	tail
https://www.zhihu.com/	https://www.hknews.cn/news/2243	tie	tail
https://spam.example.org/forum/thread-2381	https://www.hknews.cn/list?page=265	tie	tail
https://baike.baidu.com/article/3976.html	https://www.ucla.edu/item/4399	b	head
https://www.ucla.edu/u/1522	https://music.163.com/u/1939	tie	tail
https://www.smallsite.net/	https://www.gov.cn/user/4242/posts	b	tail
https://www.example.com/news/4349	https://www.gov.cn/	b	head
https://shop.taobao.com/user/584/posts	https://www.smallsite.net/u/2116	a	head
https://www.hknews.cn/user/4688/posts	https://www.hknews.cn/item/1868	b	tail
https://www.zhihu.com/video/4358	https://www.moe.edu.cn/forum/thread-3374	b	tail
https://news.sina.com.cn/user/4286/posts	https://www.smallsite.net/user/589/posts	a	tail
https://shop.taobao.com/forum/thread-71	https://www.bendibao.com/u/1496	tie	head
https://www.hknews.cn/article/2654.html	https://edu.example.edu.com/list?page=1235	a	head
https://www.bendibao.com/forum/thread-3328	https://edu.example.edu.com/video/1216	b	tail
https://tieba.baidu.com/	https://edu.example.edu.com/u/4379	a	tail
https://edu.example.edu.com/video/4431	https://www.moe.edu.cn/user/4020/posts	a	tail
https://baike.baidu.com/	https://news.sina.com.cn/list?page=4707	a	head
https://www.hknews.cn/forum/thread-18	https://www.example.com/	tie	tail
https://spam.example.org/video/1636	https://baike.baidu.com/u/968	b	head
https://www.example.com/article/2029.html	https://www.smallsite.net/u/1021	a	tail
https://tieba.baidu.com/news/3380	https://www.smallsite.net/user/1258/posts	a	tail
https://www.zhihu.com/item/4180	https://spam.example.org/article/1625.html	a	tail
https://www.smallsite.net/u/1471	https://tieba.baidu.com/forum/thread-3694	b	tail
https://www.smallsite.net/item/1014	https://news.sina.com.cn/user/1371/posts	b	tail
https://spam.example.org/video/4607	https://www.moe.edu.cn/	b	head
https://www.smallsite.net/article/1078.html	https://baike.baidu.com/news/2589	b	tail
https://spam.example.org/news/4196	https://www.gov.cn/video/3916	b	head
https://news.sina.com.cn/	https://baike.baidu.com/item/1101	b	tail
https://www.gov.cn/article/4775.html	https://www.hknews.cn/forum/thread-3318	a	tail
https://www.example.com/user/4278/posts	https://news.sina.com.cn/news/3561	b	tail
https://news.sina.com.cn/forum/thread-3503	https://www.zhihu.com/item/3152	b	head
https://www.example.com/	https://www.moe.edu.cn/item/1773	b	tail
https://www.hknews.cn/list?page=3135	https://www.bendibao.com/news/456	b	head
https://www.zhihu.com/item/3740	https://edu.example.edu.com/video/785	a	head
https://baike.baidu.com/list?page=2959	https://shop.taobao.com/item/2794	a	tail
https://edu.example.edu.com/item/2941	https://blog.csdn.net/video/132	tie	head
https://music.163.com/user/4217/posts	https://shop.taobao.com/article/830.html	b	tail
https://shop.taobao.com/u/2833	https://www.ucla.edu/article/4266.html	b	tail
https://edu.example.edu.com/user/2079/posts	https://spam.example.org/forum/thread-1679	a	tail
https://news.sina.com.cn/	https://www.example.com/list?page=4417	a	tail
https://www.bendibao.com/forum/thread-1858	https://www.example.com/u/3144	a	tail
https://www.bendibao.com/forum/thread-756	https://news.sina.com.cn/user/2539/posts	b	head
https://music.163.com/forum/thread-1079	https://tieba.baidu.com/forum/thread-3548	tie	tail
https://baike.baidu.com/item/4193	https://shop.taobao.com/u/1730	a	tail
https://www.smallsite.net/item/4006	https://baike.baidu.com/item/2706	b	tail
https://spam.example.org/user/4845/posts	https://spam.example.org/article/1356.html	b	head
https://www.smallsite.net/item/108	https://shop.taobao.com/user/2674/posts	a	tail
https://www.zhihu.com/forum/thread-3001	https://www.hknews.cn/u/4753	a	tail
https://www.zhihu.com/item/1284	https://www.example.com/news/3477	a	head
https://spam.example.org/news/951	https://baike.baidu.com/list?page=1253	b	head
https://news.sina.com.cn/u/1462	https://baike.baidu.com/item/1196	b	head
https://www.gov.cn/article/4324.html	https://www.smallsite.net/user/3330/posts	a	head
https://baike.baidu.com/video/4151	https://blog.csdn.net/article/531.html	a	tail
https://www.example.com/article/2029.html	https://blog.csdn.net/item/4804	tie	tail
https://baike.baidu.com/list?page=508	https://news.sina.com.cn/video/193	tie	tail
https://blog.csdn.net/	https://www.bendibao.com/	tie	tail
https://news.sina.com.cn/news/1557	https://baike.baidu.com/u/374	tie	head
https://blog.csdn.net/list?page=3017	https://tieba.baidu.com/forum/thread-3145	b	tail
https://music.163.com/video/2723	https://www.bendibao.com/user/3041/posts	b	head
https://www.hknews.cn/u/964	https://spam.example.org/article/3212.html	b	tail
https://www.smallsite.net/list?page=300	https://shop.taobao.com/article/2104.html	b	tail
https://news.sina.com.cn/article/1493.html	https://www.smallsite.net/article/4131.html	a	tail
https://www.ucla.edu/article/438.html	https://edu.example.edu.com/article/391.html	a	tail
https://blog.csdn.net/user/175/posts	https://www.smallsite.net/video/2277	b	head
https://edu.example.edu.com/news/2001	https://tieba.baidu.com/item/1746	b	tail
https://spam.example.org/list?page=1705	https://www.example.com/user/4310/posts	a	head
https://baike.baidu.com/news/2589	https://blog.csdn.net/video/2411	a	head
https://edu.example.edu.com/	https://www.moe.edu.cn/forum/thread-3551	b	tail
https://www.hknews.cn/item/2998	https://www.example.com/news/1556	a	tail
https://news.sina.com.cn/video/4205	https://www.gov.cn/u/4194	b	tail
https://spam.example.org/	https://tieba.baidu.com/user/4464/posts	tie	head
https://shop.taobao.com/video/3884	https://www.ucla.edu/user/4657/posts	a	tail
https://spam.example.org/article/4933.html	https://music.163.com/video/2624	tie	tail
https://edu.example.edu.com/list?page=1502	https://spam.example.org/article/1572.html	tie	tail
https://www.smallsite.net/user/956/posts	https://www.hknews.cn/list?page=4721	b	tail
https://www.moe.edu.cn/article/2651.html	https://edu.example.edu.com/u/2456	a	head
https://music.163.com/forum/thread-299	https://www.smallsite.net/article/3098.html	tie	tail
https://baike.baidu.com/forum/thread-3028	https://www.example.com/article/4939.html	a	head
https://www.zhihu.com/article/1236.html	https://www.hknews.cn/item/1091	b	tail
https://www.bendibao.com/	https://baike.baidu.com/u/3593	b	tail
https://blog.csdn.net/news/2809	https://spam.example.org/video/4014	a	head
https://shop.taobao.com/	https://www.bendibao.com/item/4544	tie	head
https://baike.baidu.com/u/4442	https://edu.example.edu.com/article/391.html	a	head
https://www.bendibao.com/item/3035	https://music.163.com/user/4637/posts	a	tail
https://www.gov.cn/user/161/posts	https://www.ucla.edu/forum/thread-1348	b	head
https://www.moe.edu.cn/user/3501/posts	https://www.smallsite.net/list?page=4290	a	tail
https://spam.example.org/video/2480	https://blog.csdn.net/article/1074.html	b	tail
https://tieba.baidu.com/video/1766	https://blog.csdn.net/u/2109	a	head
https://edu.example.edu.com/user/312/posts	https://baike.baidu.com/u/554	b	head
https://www.moe.edu.cn/article/864.html	https://music.163.com/user/1452/posts	a	head
https://shop.taobao.com/list?page=1550	https://www.gov.cn/	b	tail
https://edu.example.edu.com/video/595	https://www.gov.cn/news/1276	b	head
https://shop.taobao.com/user/4010/posts	https://edu.example.edu.com/	tie	tail
https://blog.csdn.net/user/2498/posts	https://www.ucla.edu/	b	tail
https://www.ucla.edu/article/1622.html	https://www.example.com/	a	head
https://www.smallsite.net/	https://music.163.com/article/1378.html	b	head
https://www.smallsite.net/list?page=3600	https://www.gov.cn/	a	tail
https://www.example.com/forum/thread-1107	https://news.sina.com.cn/item/1820	b	head
https://baike.baidu.com/news/611	https://www.ucla.edu/list?page=2203	a	tail
https://www.gov.cn/u/3150	https://baike.baidu.com/article/2804.html	b	tail
https://blog.csdn.net/video/4333	https://www.moe.edu.cn/	b	tail
https://news.sina.com.cn/user/1371/posts	https://www.moe.edu.cn/list?page=1233	b	tail
https://www.bendibao.com/u/1260	https://www.zhihu.com/user/3422/posts	tie	head
https://shop.taobao.com/user/3276/posts	https://spam.example.org/video/4814	b	tail
https://www.example.com/video/1643	https://www.hknews.cn/item/3681	b	head
https://www.bendibao.com/list?page=2170	https://music.163.com/news/3506	tie	head
https://blog.csdn.net/u/3858	https://www.ucla.edu/forum/thread-1271	a	head
https://www.bendibao.com/forum/thread-1182	https://spam.example.org/item/2457	a	tail
https://www.gov.cn/item/4896	https://tieba.baidu.com/video/2599	a	tail
https://www.zhihu.com/	https://www.hknews.cn/video/4709	a	head
https://www.smallsite.net/article/3301.html	https://blog.csdn.net/news/2311	b	head
https://www.smallsite.net/news/810	https://www.bendibao.com/user/3064/posts	tie	head
https://www.moe.edu.cn/list?page=3346	https://baike.baidu.com/user/3379/posts	a	head
https://www.hknews.cn/item/2870	https://edu.example.edu.com/u/2943	a	head
https://tieba.baidu.com/item/251	https://blog.csdn.net/	b	head
https://baike.baidu.com/list?page=1558	https://news.sina.com.cn/video/4660	a	head
https://www.gov.cn/u/880	https://blog.csdn.net/video/578	b	tail
https://baike.baidu.com/u/188	https://www.example.com/video/492	a	tail
https://www.smallsite.net/list?page=2227	https://tieba.baidu.com/forum/thread-1649	b	head
https://tieba.baidu.com/item/2682	https://spam.example.org/news/2448	a	head
https://www.bendibao.com/video/4135	https://news.sina.com.cn/item/1612	a	head
https://edu.example.edu.com/u/1738	https://www.bendibao.com/video/2641	b	tail
https://blog.csdn.net/article/803.html	https://www.smallsite.net/video/4634	a	head
https://www.bendibao.com/list?page=4647	https://www.gov.cn/	b	tail
https://www.moe.edu.cn/article/3836.html	https://blog.csdn.net/user/1084/posts	a	tail
https://shop.taobao.com/item/1351	https://tieba.baidu.com/	b	tail
https://spam.example.org/item/3873	https://www.gov.cn/item/4402	b	tail
https://tieba.baidu.com/list?page=4098	https://www.smallsite.net/list?page=3797	a	head
https://blog.csdn.net/video/3304	https://baike.baidu.com/news/2057	b	tail
https://music.163.com/list?page=1505	https://spam.example.org/	b	tail
https://www.smallsite.net/u/1385	https://www.zhihu.com/list?page=2935	b	head
https://www.ucla.edu/	https://blog.csdn.net/u/4045	a	head
https://www.smallsite.net/item/871	https://spam.example.org/article/3598.html	b	tail
https://edu.example.edu.com/u/1749	https://www.ucla.edu/user/4309/posts	tie	head
https://spam.example.org/item/634	https://baike.baidu.com/forum/thread-4329	b	head
https://edu.example.edu.com/video/4317	https://blog.csdn.net/news/2241	b	head
https://shop.taobao.com/news/1697	https://baike.baidu.com/	b	head
https://edu.example.edu.com/	https://music.163.com/	b	head
https://blog.csdn.net/item/2223	https://www.ucla.edu/item/2121	b	head
https://www.hknews.cn/article/924.html	https://www.smallsite.net/article/3098.html	a	head
https://www.moe.edu.cn/	https://www.ucla.edu/	a	head
https://www.ucla.edu/video/917	https://shop.taobao.com/item/2236	b	tail
https://www.hknews.cn/user/4545/posts	https://news.sina.com.cn/u/1358	b	head
https://edu.example.edu.com/news/4404	https://www.smallsite.net/article/375.html	tie	head
https://music.163.com/u/3543	https://news.sina.com.cn/u/2640	b	head
https://www.smallsite.net/	https://www.moe.edu.cn/news/2472	b	head
https://spam.example.org/video/2480	https://spam.example.org/article/3457.html	tie	head
https://shop.taobao.com/forum/thread-3630	https://www.moe.edu.cn/	b	tail
https://baike.baidu.com/list?page=2914	https://music.163.com/u/3543	a	head
https://www.gov.cn/user/1909/posts	https://news.sina.com.cn/video/4408	a	tail
https://www.ucla.edu/user/2205/posts	https://blog.csdn.net/news/627	a	head
https://news.sina.com.cn/u/570	https://blog.csdn.net/item/4738	tie	head
https://edu.example.edu.com/list?page=142	https://www.zhihu.com/article/1547.html	b	tail
https://blog.csdn.net/u/3936	https://www.ucla.edu/article/1458.html	b	head
https://www.moe.edu.cn/news/1491	https://news.sina.com.cn/u/3233	a	tail
https://www.bendibao.com/item/162	https://www.moe.edu.cn/forum/thread-2414	a	head
https://edu.example.edu.com/user/134/posts	https://www.zhihu.com/forum/thread-952	b	tail
https://www.hknews.cn/video/241	https://edu.example.edu.com/u/2590	a	head
https://blog.csdn.net/item/1231	https://www.hknews.cn/news/2669	a	tail
https://blog.csdn.net/list?page=1065	https://blog.csdn.net/	tie	head
https://www.ucla.edu/list?page=2974	https://www.gov.cn/user/102/posts	b	head
https://tieba.baidu.com/forum/thread-528	https://www.ucla.edu/item/355	b	tail
https://spam.example.org/news/1763	https://blog.csdn.net/video/3680	b	head
https://shop.taobao.com/news/1332	https://www.ucla.edu/video/533	tie	tail
https://www.smallsite.net/forum/thread-2118	https://www.moe.edu.cn/u/2884	b	head
https://www.moe.edu.cn/	https://www.ucla.edu/news/1354	a	head
https://www.hknews.cn/video/4139	https://shop.taobao.com/	b	tail
https://www.hknews.cn/news/1815	https://blog.csdn.net/news/3847	b	tail
https://tieba.baidu.com/	https://shop.taobao.com/forum/thread-1001	b	head
https://www.smallsite.net/item/2932	https://edu.example.edu.com/u/1244	a	tail
https://www.smallsite.net/user/1123/posts	https://www.gov.cn/forum/thread-4167	b	head
https://baike.baidu.com/list?page=2959	https://edu.example.edu.com/news/2855	a	head
https://news.sina.com.cn/item/4069	https://www.example.com/user/3502/posts	a	tail
https://news.sina.com.cn/u/4881	https://www.ucla.edu/article/1498.html	b	head
https://news.sina.com.cn/u/1462	https://shop.taobao.com/user/1872/posts	a	tail
https://www.example.com/list?page=2213	https://blog.csdn.net/list?page=1813	tie	tail
https://www.bendibao.com/user/3041/posts	https://www.hknews.cn/forum/thread-1935	b	tail
