url	grade	group
https://shop.taobao.com/news/3520	2	all
https://music.163.com/user/3533/posts	1	all
https://www.example.com/forum/thread-20	1	all
https://spam.example.org/list?page=3184	1	all
https://www.example.com/forum/thread-3449	1	all
https://music.163.com/news/2561	2	all
https://www.zhihu.com/list?page=4851	1	all
https://www.gov.cn/article/4250.html	4	all
https://www.moe.edu.cn/forum/thread-753	3	all
https://music.163.com/news/4019	2	all
https://www.hknews.cn/video/1689	2	all
https://www.ucla.edu/article/2312.html	2	all
https://www.bendibao.com/u/853	1	all
https://www.smallsite.net/user/1955/posts	1	all
https://www.moe.edu.cn/u/4293	2	all
https://www.ucla.edu/item/3464	2	all
https://www.smallsite.net/user/2611/posts	1	all
https://spam.example.org/forum/thread-600	1	all
https://spam.example.org/	1	all
https://shop.taobao.com/article/3567.html	2	all
https://news.sina.com.cn/item/1000	2	all
https://www.smallsite.net/video/237	1	all
https://www.zhihu.com/list?page=4914	1	all
https://www.smallsite.net/article/4996.html	1	all
https://baike.baidu.com/list?page=2465	2	all
https://www.zhihu.com/video/4220	2	all
https://baike.baidu.com/list?page=805	3	all
https://blog.csdn.net/list?page=2363	1	all
https://www.moe.edu.cn/u/1717	3	all
https://edu.example.edu.com/	1	all
https://www.example.com/forum/thread-4904	1	all
https://www.moe.edu.cn/list?page=3059	3	all
https://www.ucla.edu/list?page=244	1	all
https://www.ucla.edu/item/2254	2	all
https://music.163.com/u/4810	1	all
https://news.sina.com.cn/forum/thread-3352	2	all
https://shop.taobao.com/	2	all
https://news.sina.com.cn/user/742/posts	1	all
https://news.sina.com.cn/user/1911/posts	1	all
https://tieba.baidu.com/list?page=1136	1	all
https://www.gov.cn/u/604	3	all
https://www.moe.edu.cn/user/1762/posts	3	all
https://news.sina.com.cn/list?page=3266	2	all
https://www.example.com/article/19.html	1	all
https://spam.example.org/	1	all
https://edu.example.edu.com/	1	all
https://edu.example.edu.com/user/87/posts	0	all
https://edu.example.edu.com/user/284/posts	1	all
https://edu.example.edu.com/news/4125	2	all
https://edu.example.edu.com/user/3233/posts	0	all
https://baike.baidu.com/list?page=2746	2	all
https://blog.csdn.net/article/1670.html	2	all
https://baike.baidu.com/video/857	3	all
https://edu.example.edu.com/user/1428/posts	1	all
https://music.163.com/list?page=4103	1	all
https://www.moe.edu.cn/list?page=2486	3	all
https://www.ucla.edu/article/2228.html	2	all
https://www.hknews.cn/user/2720/posts	1	all
https://www.gov.cn/	3	all
https://tieba.baidu.com/news/2565	1	all
https://shop.taobao.com/u/2416	1	all
https://tieba.baidu.com/u/1401	1	all
https://music.163.com/article/4375.html	2	all
https://www.moe.edu.cn/news/2719	3	all
https://www.gov.cn/	3	all
https://www.zhihu.com/user/2837/posts	2	all
https://baike.baidu.com/list?page=4543	3	all
https://shop.taobao.com/	2	all
https://blog.csdn.net/video/2891	1	all
https://www.gov.cn/forum/thread-1889	3	all
https://news.sina.com.cn/video/4407	2	all
https://www.zhihu.com/item/1560	2	all
https://www.zhihu.com/	2	all
https://edu.example.edu.com/article/1557.html	1	all
https://www.gov.cn/forum/thread-2372	3	all
https://tieba.baidu.com/list?page=2497	1	all
https://www.ucla.edu/video/2577	2	all
https://blog.csdn.net/video/2748	1	all
https://spam.example.org/news/4280	1	all
https://www.gov.cn/news/1899	3	all
https://www.example.com/item/245	1	all
https://shop.taobao.com/forum/thread-3100	1	all
https://www.smallsite.net/article/816.html	1	all
https://www.gov.cn/u/3239	3	all
https://www.gov.cn/item/4609	3	all
https://baike.baidu.com/forum/thread-4189	2	all
https://news.sina.com.cn/u/3121	2	all
https://spam.example.org/u/2782	0	all
https://www.ucla.edu/	2	all
https://edu.example.edu.com/forum/thread-1006	1	all
https://www.smallsite.net/u/698	1	all
https://www.example.com/video/2019	1	all
https://tieba.baidu.com/article/4762.html	2	all
https://blog.csdn.net/	1	all
https://tieba.baidu.com/	2	all
https://edu.example.edu.com/	1	all
https://news.sina.com.cn/user/2826/posts	2	all
https://www.zhihu.com/video/2323	2	all
https://www.example.com/video/2733	1	all
https://www.zhihu.com/news/648	2	all
https://www.smallsite.net/list?page=1676	1	all
https://spam.example.org/forum/thread-1278	1	all
https://www.hknews.cn/forum/thread-2659	1	all
https://edu.example.edu.com/article/3607.html	1	all
https://news.sina.com.cn/news/2268	3	all
https://tieba.baidu.com/article/3547.html	2	all
https://tieba.baidu.com/news/4610	2	all
https://www.hknews.cn/video/1339	1	all
https://news.sina.com.cn/	2	all
https://spam.example.org/	1	all
https://www.moe.edu.cn/u/1289	3	all
https://music.163.com/news/1010	2	all
https://www.example.com/video/4547	1	all
https://www.moe.edu.cn/forum/thread-838	3	all
https://www.ucla.edu/forum/thread-2707	2	all
https://www.example.com/article/2011.html	1	all
https://blog.csdn.net/u/1547	1	all
https://shop.taobao.com/u/1106	1	all
https://edu.example.edu.com/forum/thread-456	1	all
https://blog.csdn.net/user/1388/posts	1	all
https://news.sina.com.cn/forum/thread-4975	2	all
https://music.163.com/article/1730.html	2	all
https://tieba.baidu.com/news/2141	2	all
https://edu.example.edu.com/news/4396	1	all
https://www.example.com/u/1701	1	all
https://www.moe.edu.cn/list?page=709	3	all
https://www.moe.edu.cn/user/3165/posts	3	all
https://news.sina.com.cn/news/3082	2	all
https://www.ucla.edu/list?page=2427	2	all
https://music.163.com/forum/thread-352	1	all
https://edu.example.edu.com/user/3192/posts	1	all
https://www.hknews.cn/forum/thread-1807	1	all
https://edu.example.edu.com/u/3886	1	all
https://blog.csdn.net/news/2380	1	all
https://blog.csdn.net/item/272	1	all
https://www.bendibao.com/u/4072	1	all
https://www.example.com/item/3308	1	all
https://blog.csdn.net/video/1027	1	all
https://tieba.baidu.com/item/4497	2	all
https://baike.baidu.com/article/365.html	3	all
https://www.example.com/article/4170.html	1	all
https://edu.example.edu.com/	1	all
https://music.163.com/list?page=427	1	all
https://blog.csdn.net/news/734	1	all
https://www.example.com/news/4603	1	all
https://www.example.com/news/4197	1	all
https://baike.baidu.com/article/4109.html	3	all
https://edu.example.edu.com/forum/thread-3545	1	all
https://shop.taobao.com/news/4216	2	all
https://www.gov.cn/video/990	3	all
https://spam.example.org/video/2513	1	all
https://www.gov.cn/	3	all
https://www.gov.cn/	3	all
https://news.sina.com.cn/item/1052	2	all
https://baike.baidu.com/list?page=2251	2	all
https://www.moe.edu.cn/article/970.html	3	all
https://news.sina.com.cn/u/4989	2	all
https://tieba.baidu.com/user/2146/posts	1	all
https://blog.csdn.net/user/2938/posts	1	all
https://news.sina.com.cn/item/485	2	all
https://edu.example.edu.com/user/2963/posts	1	all
https://music.163.com/video/2640	1	all
https://www.hknews.cn/	2	all
https://news.sina.com.cn/user/3779/posts	2	all
https://music.163.com/list?page=36	2	all
https://news.sina.com.cn/video/3374	2	all
https://music.163.com/	2	all
https://www.hknews.cn/u/706	1	all
https://music.163.com/forum/thread-3816	1	all
https://www.moe.edu.cn/list?page=480	3	all
https://www.ucla.edu/	2	all
https://www.gov.cn/u/2292	3	all
https://www.moe.edu.cn/video/1682	4	all
https://news.sina.com.cn/	2	all
https://baike.baidu.com/item/3821	3	all
https://tieba.baidu.com/	2	all
https://edu.example.edu.com/u/1731	1	all
https://edu.example.edu.com/news/4049	1	all
https://www.ucla.edu/forum/thread-4309	1	all
https://shop.taobao.com/video/3828	1	all
https://blog.csdn.net/video/1212	2	all
https://www.smallsite.net/item/548	1	all
https://spam.example.org/	1	all
https://www.gov.cn/list?page=1645	3	all
https://www.moe.edu.cn/user/301/posts	3	all
https://blog.csdn.net/u/1584	1	all
https://www.ucla.edu/	2	all
https://edu.example.edu.com/u/4613	1	all
https://edu.example.edu.com/u/3183	0	all
https://www.ucla.edu/	2	all
https://www.zhihu.com/forum/thread-1736	1	all
https://edu.example.edu.com/item/1325	1	all
https://music.163.com/u/3873	1	all
https://www.hknews.cn/article/423.html	1	all
https://www.bendibao.com/list?page=3871	1	all
https://www.example.com/	1	all
https://music.163.com/list?page=3140	2	all
https://tieba.baidu.com/	2	all
https://shop.taobao.com/	2	all
https://www.example.com/forum/thread-3279	1	all
https://music.163.com/u/2335	1	all
https://www.bendibao.com/news/2167	1	all
https://www.zhihu.com/list?page=2978	2	all
https://spam.example.org/user/3978/posts	0	all
https://www.example.com/news/554	1	all
https://www.bendibao.com/list?page=4015	1	all
https://www.moe.edu.cn/u/2845	3	all
https://www.smallsite.net/user/4459/posts	0	all
https://www.zhihu.com/forum/thread-1375	2	all
https://edu.example.edu.com/forum/thread-4252	0	all
https://www.hknews.cn/forum/thread-4328	1	all
https://blog.csdn.net/list?page=1850	1	all
https://music.163.com/list?page=406	1	all
https://music.163.com/user/3915/posts	1	all
https://www.zhihu.com/forum/thread-4268	1	all
https://shop.taobao.com/user/3894/posts	1	all
https://www.zhihu.com/news/2741	2	all
https://www.bendibao.com/news/3022	1	all
https://www.example.com/	1	all
https://music.163.com/user/58/posts	1	all
https://baike.baidu.com/	3	all
https://www.ucla.edu/u/4450	1	all
https://spam.example.org/	1	all
https://spam.example.org/video/3927	0	all
https://spam.example.org/video/4415	1	all
https://www.hknews.cn/forum/thread-2907	1	all
https://edu.example.edu.com/list?page=1852	1	all
https://tieba.baidu.com/video/1456	2	all
https://tieba.baidu.com/news/518	2	all
https://www.gov.cn/user/813/posts	3	all
https://edu.example.edu.com/news/2728	1	all
https://www.bendibao.com/article/1841.html	2	all
https://tieba.baidu.com/u/911	1	all
https://edu.example.edu.com/	1	all
https://baike.baidu.com/video/2989	3	all
https://www.bendibao.com/u/1744	1	all
https://music.163.com/news/1779	1	all
https://www.example.com/u/2265	1	all
https://baike.baidu.com/user/1482/posts	2	all
https://www.example.com/list?page=2518	1	all
https://news.sina.com.cn/forum/thread-4829	2	all
https://baike.baidu.com/news/1568	3	all
https://www.bendibao.com/u/1263	1	all
https://www.hknews.cn/article/3451.html	2	all
https://www.smallsite.net/user/1229/posts	1	all
https://blog.csdn.net/list?page=696	1	all
https://www.ucla.edu/forum/thread-419	1	all
https://www.gov.cn/video/2387	3	all
https://music.163.com/user/1109/posts	1	all
https://edu.example.edu.com/article/1409.html	1	all
https://edu.example.edu.com/article/3659.html	2	all
https://blog.csdn.net/u/3653	1	all
https://blog.csdn.net/forum/thread-1413	1	all
https://edu.example.edu.com/video/1657	1	all
https://www.moe.edu.cn/forum/thread-3531	3	all
https://www.gov.cn/user/3480/posts	3	all
https://www.ucla.edu/	2	all
https://www.smallsite.net/item/2784	1	all
https://www.hknews.cn/item/4931	2	all
https://www.moe.edu.cn/u/4393	3	all
https://blog.csdn.net/	1	all
https://blog.csdn.net/u/479	1	all
https://news.sina.com.cn/article/2993.html	2	all
https://news.sina.com.cn/article/3395.html	2	all
https://news.sina.com.cn/item/1596	2	all
https://music.163.com/	2	all
https://news.sina.com.cn/video/3505	2	all
https://www.bendibao.com/video/2991	1	all
https://www.bendibao.com/list?page=1280	1	all
https://tieba.baidu.com/	2	all
https://www.ucla.edu/	2	all
https://edu.example.edu.com/news/4472	1	all
https://music.163.com/news/3608	2	all
https://www.moe.edu.cn/article/4330.html	3	all
https://www.hknews.cn/forum/thread-1912	1	all
https://music.163.com/list?page=1988	1	all
https://www.hknews.cn/forum/thread-4163	1	all
https://www.bendibao.com/	1	all
https://www.example.com/list?page=1185	1	all
https://blog.csdn.net/	1	all
https://www.moe.edu.cn/user/3594/posts	2	all
https://tieba.baidu.com/user/3601/posts	1	all
https://www.zhihu.com/list?page=1790	1	all
https://www.bendibao.com/forum/thread-364	2	all
https://www.bendibao.com/item/4434	1	all
https://shop.taobao.com/u/353	1	all
https://www.moe.edu.cn/news/3384	3	all
https://blog.csdn.net/list?page=1509	1	all
https://www.zhihu.com/forum/thread-3832	2	all
https://www.ucla.edu/article/3218.html	2	all
https://www.hknews.cn/list?page=4764	1	all
https://news.sina.com.cn/forum/thread-3478	2	all
https://www.ucla.edu/article/1356.html	2	all
https://shop.taobao.com/list?page=4301	1	all
https://www.zhihu.com/forum/thread-2029	2	all
https://www.gov.cn/u/2674	2	all
https://www.bendibao.com/list?page=3235	1	all
https://www.example.com/u/2747	1	all
https://edu.example.edu.com/video/2096	1	all
https://baike.baidu.com/list?page=1144	2	all
https://www.zhihu.com/user/3694/posts	1	all
https://www.hknews.cn/video/506	1	all
https://news.sina.com.cn/video/3786	2	all
https://www.ucla.edu/list?page=3546	1	all
https://www.hknews.cn/article/2732.html	2	all
https://www.hknews.cn/video/2634	2	all
https://blog.csdn.net/	1	all
https://music.163.com/u/826	1	all
https://www.bendibao.com/u/309	1	all
https://www.ucla.edu/news/3076	2	all
https://www.moe.edu.cn/u/2358	3	all
https://www.zhihu.com/news/1378	2	all
https://www.zhihu.com/video/4012	2	all
https://www.moe.edu.cn/article/4391.html	3	all
https://news.sina.com.cn/	2	all
https://edu.example.edu.com/	1	all
https://www.zhihu.com/	2	all
https://edu.example.edu.com/user/524/posts	1	all
https://edu.example.edu.com/news/1267	2	all
https://www.zhihu.com/	2	all
https://edu.example.edu.com/news/3013	1	all
https://www.ucla.edu/user/4289/posts	1	all
https://www.hknews.cn/article/3240.html	2	all
https://news.sina.com.cn/list?page=4032	2	all
https://shop.taobao.com/forum/thread-2957	1	all
https://edu.example.edu.com/news/2390	1	all
https://news.sina.com.cn/item/2512	2	all
https://www.bendibao.com/article/2564.html	2	all
https://news.sina.com.cn/	2	all
https://edu.example.edu.com/user/4055/posts	1	all
https://tieba.baidu.com/user/4789/posts	1	all
https://www.smallsite.net/list?page=2017	1	all
https://music.163.com/list?page=455	1	all
https://shop.taobao.com/forum/thread-2240	1	all
https://baike.baidu.com/list?page=3973	2	all
https://music.163.com/	2	all
https://www.ucla.edu/news/3849	2	all
https://www.smallsite.net/video/2800	1	all
https://www.bendibao.com/list?page=1919	1	all
https://www.bendibao.com/item/2553	2	all
https://www.moe.edu.cn/forum/thread-4770	3	all
https://blog.csdn.net/u/1286	1	all
https://shop.taobao.com/article/991.html	2	all
https://news.sina.com.cn/news/2902	2	all
https://www.bendibao.com/user/3709/posts	0	all
https://www.gov.cn/u/568	3	all
https://www.gov.cn/u/1364	3	all
https://www.ucla.edu/news/4485	2	all
https://blog.csdn.net/item/1749	2	all
https://www.gov.cn/user/3985/posts	3	all
https://blog.csdn.net/forum/thread-1585	1	all
https://www.zhihu.com/u/4644	1	all
https://www.zhihu.com/forum/thread-3414	1	all
https://www.moe.edu.cn/video/2000	3	all
https://edu.example.edu.com/video/3217	1	all
https://blog.csdn.net/item/526	1	all
https://edu.example.edu.com/article/2646.html	1	all
https://music.163.com/video/1900	2	all
https://www.ucla.edu/u/342	1	all
https://www.smallsite.net/	1	all
https://shop.taobao.com/video/1581	2	all
https://news.sina.com.cn/u/1728	1	all
https://www.moe.edu.cn/	3	all
https://www.moe.edu.cn/	3	all
https://www.ucla.edu/list?page=748	1	all
https://www.zhihu.com/news/110	2	all
https://music.163.com/u/3186	1	all
https://www.ucla.edu/article/2472.html	2	all
https://www.gov.cn/u/2516	3	all
https://spam.example.org/u/3488	0	all
https://edu.example.edu.com/article/3610.html	1	all
https://www.smallsite.net/item/652	1	all
https://baike.baidu.com/video/4947	3	all
https://www.example.com/article/3129.html	1	all
https://shop.taobao.com/item/724	2	all
https://baike.baidu.com/	3	all
https://baike.baidu.com/user/2722/posts	2	all
https://www.ucla.edu/user/4574/posts	1	all
https://www.zhihu.com/news/3443	2	all
https://shop.taobao.com/	2	all
https://www.example.com/user/1151/posts	1	all
https://spam.example.org/news/2154	1	all
https://www.gov.cn/u/1639	3	all
https://www.gov.cn/news/4451	3	all
https://spam.example.org/video/1884	1	all
https://baike.baidu.com/video/563	3	all
https://www.zhihu.com/u/2326	1	all
https://www.moe.edu.cn/video/3212	3	all
https://baike.baidu.com/list?page=1937	3	all
https://www.smallsite.net/forum/thread-4814	1	all
https://blog.csdn.net/u/2656	1	all
https://tieba.baidu.com/user/1741/posts	1	all
https://music.163.com/item/2904	1	all
https://baike.baidu.com/user/3306/posts	2	all
https://www.smallsite.net/	1	all
https://www.hknews.cn/article/2500.html	1	all
https://music.163.com/news/2196	1	all
https://www.moe.edu.cn/video/2305	3	all
https://www.example.com/video/1051	1	all
https://www.smallsite.net/forum/thread-2095	1	all
https://www.gov.cn/list?page=1732	3	all
https://spam.example.org/item/1271	1	all
https://news.sina.com.cn/forum/thread-1679	2	all
https://news.sina.com.cn/u/1139	2	all
https://www.gov.cn/user/3543/posts	3	all
https://baike.baidu.com/u/3026	2	all
https://www.smallsite.net/	1	all
https://www.zhihu.com/u/4599	1	all
https://tieba.baidu.com/forum/thread-1965	1	all
https://news.sina.com.cn/u/1415	2	all
https://www.zhihu.com/	2	all
https://www.smallsite.net/video/4967	1	all
https://www.ucla.edu/news/3876	2	all
https://www.zhihu.com/article/1450.html	2	all
https://baike.baidu.com/list?page=1532	3	all
https://baike.baidu.com/item/4147	3	all
https://www.example.com/forum/thread-4320	1	all
https://www.gov.cn/news/1320	3	all
https://news.sina.com.cn/news/2754	2	all
https://www.gov.cn/forum/thread-4885	3	all
https://www.gov.cn/forum/thread-4551	3	all
https://baike.baidu.com/user/4232/posts	2	all
https://tieba.baidu.com/user/3930/posts	1	all
https://www.ucla.edu/	2	all
https://www.ucla.edu/	2	all
https://tieba.baidu.com/list?page=3263	1	all
https://news.sina.com.cn/news/1529	2	all
https://www.hknews.cn/u/4868	1	all
https://blog.csdn.net/news/4294	2	all
https://baike.baidu.com/forum/thread-3629	2	all
https://www.moe.edu.cn/u/2948	3	all
https://www.zhihu.com/	2	all
https://www.ucla.edu/item/4467	2	all
https://www.smallsite.net/item/1886	1	all
https://baike.baidu.com/news/2332	3	all
https://spam.example.org/video/4925	1	all
https://baike.baidu.com/item/1158	3	all
https://www.ucla.edu/article/1503.html	2	all
https://www.zhihu.com/video/3054	2	all
https://www.hknews.cn/u/3672	1	all
https://www.hknews.cn/list?page=3466	1	all
https://www.hknews.cn/u/1244	1	all
https://news.sina.com.cn/forum/thread-2391	2	all
https://news.sina.com.cn/item/4469	2	all
https://www.ucla.edu/item/3256	2	all
https://www.smallsite.net/u/1983	0	all
https://www.gov.cn/user/1161/posts	3	all
https://news.sina.com.cn/video/4650	2	all
https://shop.taobao.com/	2	all
https://baike.baidu.com/list?page=1088	3	all
https://www.ucla.edu/news/134	2	all
https://spam.example.org/article/4501.html	1	all
https://spam.example.org/list?page=1514	0	all
https://blog.csdn.net/user/3191/posts	1	all
https://spam.example.org/video/3089	1	all
https://blog.csdn.net/	1	all
https://blog.csdn.net/	1	all
https://edu.example.edu.com/news/712	1	all
https://spam.example.org/news/2264	1	all
https://www.smallsite.net/item/1913	1	all
https://music.163.com/u/1612	1	all
https://news.sina.com.cn/list?page=1858	2	all
https://tieba.baidu.com/video/65	2	all
https://www.moe.edu.cn/	3	all
https://www.smallsite.net/news/4121	1	all
https://news.sina.com.cn/	2	all
https://www.ucla.edu/video/714	1	all
https://www.example.com/article/2917.html	1	all
https://news.sina.com.cn/article/785.html	2	all
https://spam.example.org/article/3654.html	1	all
https://www.zhihu.com/	2	all
https://www.smallsite.net/user/477/posts	0	all
https://music.163.com/item/1558	1	all
https://blog.csdn.net/item/693	2	all
https://news.sina.com.cn/item/2252	2	all
https://www.moe.edu.cn/	3	all
https://baike.baidu.com/list?page=1346	2	all
https://www.moe.edu.cn/	3	all
https://tieba.baidu.com/forum/thread-3	1	all
https://spam.example.org/	1	all
https://www.ucla.edu/news/4573	2	all
https://baike.baidu.com/article/3565.html	3	all
https://www.hknews.cn/user/2446/posts	0	all
https://www.example.com/video/1857	1	all
https://www.gov.cn/list?page=3093	3	all
https://news.sina.com.cn/user/1930/posts	2	all
https://www.ucla.edu/u/2768	1	all
https://www.ucla.edu/forum/thread-379	1	all
https://news.sina.com.cn/forum/thread-1242	2	all
https://www.moe.edu.cn/item/3639	3	all
https://tieba.baidu.com/user/3571/posts	1	all
https://www.smallsite.net/u/786	0	all
https://www.bendibao.com/item/4245	1	all
https://www.smallsite.net/news/0	1	all
https://spam.example.org/list?page=503	0	all
https://www.hknews.cn/video/2660	1	all
https://www.ucla.edu/list?page=4572	1	all
https://www.bendibao.com/	1	all
https://blog.csdn.net/item/2994	1	all
https://spam.example.org/news/2148	1	all
https://www.zhihu.com/list?page=4908	1	all
https://www.zhihu.com/news/4326	2	all
https://shop.taobao.com/u/3053	1	all
https://www.smallsite.net/u/3484	1	all
https://www.bendibao.com/news/227	1	all
https://www.example.com/video/3641	1	all
https://www.hknews.cn/list?page=1111	1	all
https://news.sina.com.cn/video/3700	2	all
https://baike.baidu.com/item/731	3	all
https://www.smallsite.net/	1	all
https://spam.example.org/video/2642	1	all
https://tieba.baidu.com/video/2080	2	all
